course_title,description,category,level,rating,platform,skills,combined_features,rating_scaled
,,,Intermediate ,4.7,,"{"" Machine Learning"","" Tensorflow"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Applied Machine Learning"","" Human Learning"","" Computer Programming"","" Python Programming"","" Machine Learning Software"","" Natural Language Processing"","" Computer Vision"","" Forecasting"","" Algorithms"","" Data Visualization"","" Network Model"","" Statistical Machine Learning"","" Statistical Analysis""}","   Intermediate   {"" Machine Learning"","" Tensorflow"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Applied Machine Learning"","" Human Learning"","" Computer Programming"","" Python Programming"","" Machine Learning Software"","" Natural Language Processing"","" Computer Vision"","" Forecasting"","" Algorithms"","" Data Visualization"","" Network Model"","" Statistical Machine Learning"","" Statistical Analysis""}",0.8636363636363635
,,,Beginner ,4.7,,"{"" Python Programming"","" Databases"","" HTML and CSS"","" SQL"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" React (web framework)"","" Software Testing"","" Web Development"","" Application Development"","" Back-End Web Development"","" Cloud API"","" Cloud Computing"","" Cloud Infrastructure"","" Collaboration"","" Communication"","" Computer Programming"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" DevOps"","" Django (Web Framework)"","" Front-End Web Development"","" Full-Stack Web Development"","" Javascript"","" Kubernetes"","" Linux"","" Problem Solving"","" Semantic Web"","" Software Engineering"","" Software Engineering Tools"","" Statistical Programming"","" Tensorflow"","" Web Design"","" Web Development Tools""}","   Beginner   {"" Python Programming"","" Databases"","" HTML and CSS"","" SQL"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" React (web framework)"","" Software Testing"","" Web Development"","" Application Development"","" Back-End Web Development"","" Cloud API"","" Cloud Computing"","" Cloud Infrastructure"","" Collaboration"","" Communication"","" Computer Programming"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" DevOps"","" Django (Web Framework)"","" Front-End Web Development"","" Full-Stack Web Development"","" Javascript"","" Kubernetes"","" Linux"","" Problem Solving"","" Semantic Web"","" Software Engineering"","" Software Engineering Tools"","" Statistical Programming"","" Tensorflow"","" Web Design"","" Web Development Tools""}",0.8636363636363635
,,,Beginner ,4.7,,"{"" Mobile Development"","" Swift Programming"","" iOS Development"","" Computer Programming"","" Mobile Development Tools"","" React (web framework)"","" Application Development"","" Software Engineering"","" Data Structures"","" User Experience"","" User Experience Design"","" Web Development"","" Computer Programming Tools"","" Software Engineering Tools"","" Front-End Web Development"","" Algorithms"","" Computer Science"","" Interactive Design"","" Javascript"","" Collaboration"","" Communication"","" Data Management"","" Django (Web Framework)"","" Human Computer Interaction"","" Linux"","" Problem Solving"","" Product Design"","" Software Architecture"","" Web Design""}","   Beginner   {"" Mobile Development"","" Swift Programming"","" iOS Development"","" Computer Programming"","" Mobile Development Tools"","" React (web framework)"","" Application Development"","" Software Engineering"","" Data Structures"","" User Experience"","" User Experience Design"","" Web Development"","" Computer Programming Tools"","" Software Engineering Tools"","" Front-End Web Development"","" Algorithms"","" Computer Science"","" Interactive Design"","" Javascript"","" Collaboration"","" Communication"","" Data Management"","" Django (Web Framework)"","" Human Computer Interaction"","" Linux"","" Problem Solving"","" Product Design"","" Software Architecture"","" Web Design""}",0.8636363636363635
,,,Beginner ,4.8,,"{"" User Experience"","" User Experience Design"","" User Research"","" Product Development""}","   Beginner   {"" User Experience"","" User Experience Design"","" User Research"","" Product Development""}",0.909090909090909
,,,Beginner ,4.6,,"{"" Mobile Development"","" Computer Programming"","" React (web framework)"","" Mobile Development Tools"","" Application Development"","" Software Engineering"","" Android Development"","" Other Programming Languages"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Front-End Web Development"","" Javascript"","" Programming Principles"","" Cloud API"","" Collaboration"","" Communication"","" Data Management"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" SQL"","" Software Architecture"","" Software Engineering Tools"","" Swift Programming"","" Web Design""}","   Beginner   {"" Mobile Development"","" Computer Programming"","" React (web framework)"","" Mobile Development Tools"","" Application Development"","" Software Engineering"","" Android Development"","" Other Programming Languages"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Front-End Web Development"","" Javascript"","" Programming Principles"","" Cloud API"","" Collaboration"","" Communication"","" Data Management"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" SQL"","" Software Architecture"","" Software Engineering Tools"","" Swift Programming"","" Web Design""}",0.8181818181818181
,,,Beginner ,4.5,,"{"" Business Analysis"","" Data Analysis"","" Finance"","" General Statistics"","" Probability & Statistics"","" Financial Analysis"","" Statistical Analysis"","" Forecasting"","" Mathematics"","" Spreadsheet Software"","" Statistical Tests"","" Basic Descriptive Statistics"","" Data Model"","" Mathematical Theory & Analysis"","" Risk Management"","" Correlation And Dependence"","" Probability Distribution"","" Decision Making"","" Investment Management"","" Accounting"","" Leadership and Management"","" Regression"","" Financial Accounting"","" Microsoft Excel"","" Linear Algebra"","" Performance Management"","" Cash Management"","" General Accounting"","" Computer Programming""}","   Beginner   {"" Business Analysis"","" Data Analysis"","" Finance"","" General Statistics"","" Probability & Statistics"","" Financial Analysis"","" Statistical Analysis"","" Forecasting"","" Mathematics"","" Spreadsheet Software"","" Statistical Tests"","" Basic Descriptive Statistics"","" Data Model"","" Mathematical Theory & Analysis"","" Risk Management"","" Correlation And Dependence"","" Probability Distribution"","" Decision Making"","" Investment Management"","" Accounting"","" Leadership and Management"","" Regression"","" Financial Accounting"","" Microsoft Excel"","" Linear Algebra"","" Performance Management"","" Cash Management"","" General Accounting"","" Computer Programming""}",0.7727272727272727
,,,Beginner ,4.7,,"{"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Data Analysis"","" Algorithms"","" Human Learning"","" Leadership and Management"","" Business Analysis"","" Decision Making"","" Human Resources"","" People Management"","" People Analysis"","" Artificial Neural Networks"","" Deep Learning"","" Business Transformation"","" Customer Analysis"","" Finance"","" Financial Accounting"","" Marketing"","" Probability & Statistics"","" Regulations and Compliance"","" Statistical Machine Learning"","" Strategy"","" User Experience"","" Big Data""}","   Beginner   {"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Data Analysis"","" Algorithms"","" Human Learning"","" Leadership and Management"","" Business Analysis"","" Decision Making"","" Human Resources"","" People Management"","" People Analysis"","" Artificial Neural Networks"","" Deep Learning"","" Business Transformation"","" Customer Analysis"","" Finance"","" Financial Accounting"","" Marketing"","" Probability & Statistics"","" Regulations and Compliance"","" Statistical Machine Learning"","" Strategy"","" User Experience"","" Big Data""}",0.8636363636363635
,,,Mixed ,4.6,,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}","   Mixed   {"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",0.8181818181818181
,,,Beginner ,4.6,,"{"" Accounting"","" General Accounting"","" Financial Accounting"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Cash Management"","" Finance"","" Financial Management"","" Accounts Payable and Receivable"","" Cost Accounting"","" Inventory Management"","" Accounting Software"","" Taxes""}","   Beginner   {"" Accounting"","" General Accounting"","" Financial Accounting"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Cash Management"","" Finance"","" Financial Management"","" Accounts Payable and Receivable"","" Cost Accounting"","" Inventory Management"","" Accounting Software"","" Taxes""}",0.8181818181818181
,,,Advanced ,4.7,,"{"" Business Intelligence"","" Data Management"","" Data Model"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" Tableau Software""}","   Advanced   {"" Business Intelligence"","" Data Management"","" Data Model"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" Tableau Software""}",0.8636363636363635
,,,Beginner ,4.8,,"{"" Project Management"","" Strategy and Operations"","" Collaboration"","" Communication"","" Leadership and Management"","" Planning""}","   Beginner   {"" Project Management"","" Strategy and Operations"","" Collaboration"","" Communication"","" Leadership and Management"","" Planning""}",0.909090909090909
,,,Beginner ,4.7,,"{"" Business Communication"","" Data Analysis"","" Spreadsheet Software"","" Big Data"","" Communication"","" Leadership and Management"","" Problem Solving"","" Small Data""}","   Beginner   {"" Business Communication"","" Data Analysis"","" Spreadsheet Software"","" Big Data"","" Communication"","" Leadership and Management"","" Problem Solving"","" Small Data""}",0.8636363636363635
,,,Beginner ,4.6,,"{"" SQL"","" Databases"","" Statistical Programming"","" Python Programming"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" Software Testing"","" Application Development"","" Collaboration"","" Communication"","" Computer Programming"","" Data Analysis"","" Data Management"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" Django (Web Framework)"","" Javascript"","" Linux"","" Problem Solving"","" Project Management"","" Software Engineering"","" Software Engineering Tools"","" Tableau Software"","" Tensorflow"","" Web Development""}","   Beginner   {"" SQL"","" Databases"","" Statistical Programming"","" Python Programming"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" Software Testing"","" Application Development"","" Collaboration"","" Communication"","" Computer Programming"","" Data Analysis"","" Data Management"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" Django (Web Framework)"","" Javascript"","" Linux"","" Problem Solving"","" Project Management"","" Software Engineering"","" Software Engineering Tools"","" Tableau Software"","" Tensorflow"","" Web Development""}",0.8181818181818181
,,,Beginner ,4.8,,"{"" Cloud Computing"","" Computer Architecture"","" Cryptography"","" Data Management"","" Leadership and Management"","" Microsoft Azure"","" Network Security"","" Operating Systems""}","   Beginner   {"" Cloud Computing"","" Computer Architecture"","" Cryptography"","" Data Management"","" Leadership and Management"","" Microsoft Azure"","" Network Security"","" Operating Systems""}",0.909090909090909
,,,Beginner ,4.8,,"{"" Data Analysis"","" Data Management"","" Databases"","" Exploratory Data Analysis"","" Data Visualization"","" SQL"","" Business Analysis"","" Microsoft Excel"","" Process Analysis"","" Statistical Programming"","" Data Structures"","" Extract"","" Transform"","" Load"","" Spreadsheet Software"","" Communication"","" Computer Programming"","" Problem Solving"","" Strategy"","" Visualization (Computer Graphics)"","" Organizational Development"","" Tableau Software"","" Data Analysis Software"","" Plot (Graphics)"","" Programming Principles"","" R Programming"","" Strategy and Operations"","" Research and Design"","" Business Communication"","" Computer Programming Tools"","" Computer Graphics"","" Data Model"","" Security Engineering"","" System Security""}","   Beginner   {"" Data Analysis"","" Data Management"","" Databases"","" Exploratory Data Analysis"","" Data Visualization"","" SQL"","" Business Analysis"","" Microsoft Excel"","" Process Analysis"","" Statistical Programming"","" Data Structures"","" Extract"","" Transform"","" Load"","" Spreadsheet Software"","" Communication"","" Computer Programming"","" Problem Solving"","" Strategy"","" Visualization (Computer Graphics)"","" Organizational Development"","" Tableau Software"","" Data Analysis Software"","" Plot (Graphics)"","" Programming Principles"","" R Programming"","" Strategy and Operations"","" Research and Design"","" Business Communication"","" Computer Programming Tools"","" Computer Graphics"","" Data Model"","" Security Engineering"","" System Security""}",0.909090909090909
,,,Beginner ,4.6,,"{"" Data Analysis"","" Business Analysis"","" Probability & Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Analysis"","" Forecasting"","" Data Model"","" Mathematics"","" Performance Management"","" Strategy"","" Accounting"","" Customer Analysis"","" Human Resources"","" Human Resources Operations"","" Market Analysis"","" Market Research"","" Marketing"","" Mathematical Theory & Analysis"","" Operations Management"","" Operations Research"","" Organizational Development"","" People Analysis"","" People Management"","" Spreadsheet Software"","" Talent Management"","" Financial Accounting"","" People Development"","" Collaboration"","" Finance"","" Regulations and Compliance""}","   Beginner   {"" Data Analysis"","" Business Analysis"","" Probability & Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Analysis"","" Forecasting"","" Data Model"","" Mathematics"","" Performance Management"","" Strategy"","" Accounting"","" Customer Analysis"","" Human Resources"","" Human Resources Operations"","" Market Analysis"","" Market Research"","" Marketing"","" Mathematical Theory & Analysis"","" Operations Management"","" Operations Research"","" Organizational Development"","" People Analysis"","" People Management"","" Spreadsheet Software"","" Talent Management"","" Financial Accounting"","" People Development"","" Collaboration"","" Finance"","" Regulations and Compliance""}",0.8181818181818181
,,,Beginner ,4.7,,"{"" Benefits"","" Employee Relations"","" Mergers & Acquisitions"","" Performance Management"","" Recruitment"","" Risk Management"","" Training""}","   Beginner   {"" Benefits"","" Employee Relations"","" Mergers & Acquisitions"","" Performance Management"","" Recruitment"","" Risk Management"","" Training""}",0.8636363636363635
,,,Beginner ,4.8,,"{"" Network Security"","" Cloud Computing"","" Network Architecture""}","   Beginner   {"" Network Security"","" Cloud Computing"","" Network Architecture""}",0.909090909090909
,,,Beginner ,4.8,,"{"" Finance"","" Investment Management"","" Risk Management"","" Banking"","" Behavioral Economics"","" Critical Thinking"","" Decision Making"","" Financial Analysis"","" Innovation"","" Regulations and Compliance"","" Leadership and Management""}","   Beginner   {"" Finance"","" Investment Management"","" Risk Management"","" Banking"","" Behavioral Economics"","" Critical Thinking"","" Decision Making"","" Financial Analysis"","" Innovation"","" Regulations and Compliance"","" Leadership and Management""}",0.909090909090909
,,,Beginner ,4.9,,"{"" Linux"","" Python Programming"","" SQL""}","   Beginner   {"" Linux"","" Python Programming"","" SQL""}",0.9545454545454548
,,,Mixed ,4.8,,"{"" Critical Thinking""}","   Mixed   {"" Critical Thinking""}",0.909090909090909
,,,Beginner ,4.7,,"{"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Analysis"","" Critical Thinking"","" Problem Solving"","" Computer Architecture"","" Human Computer Interaction"","" Network Security"","" Cloud Computing""}","   Beginner   {"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Analysis"","" Critical Thinking"","" Problem Solving"","" Computer Architecture"","" Human Computer Interaction"","" Network Security"","" Cloud Computing""}",0.8636363636363635
,,,Beginner ,4.7,,"{"" Leadership and Management"","" Strategy and Operations"","" Cloud-Based Integration"","" Business Analysis"","" Business Transformation"","" Business Process Management"","" Cloud Applications"","" Strategy"","" Customer Analysis"","" Planning"","" Product Management"","" Project Management"","" Business Intelligence"","" Software As A Service"","" Supply Chain and Logistics"","" Cloud Standards"","" Cloud Computing"","" Network Architecture"","" Software Architecture"","" System Software"","" Communication""}","   Beginner   {"" Leadership and Management"","" Strategy and Operations"","" Cloud-Based Integration"","" Business Analysis"","" Business Transformation"","" Business Process Management"","" Cloud Applications"","" Strategy"","" Customer Analysis"","" Planning"","" Product Management"","" Project Management"","" Business Intelligence"","" Software As A Service"","" Supply Chain and Logistics"","" Cloud Standards"","" Cloud Computing"","" Network Architecture"","" Software Architecture"","" System Software"","" Communication""}",0.8636363636363635
,,,Intermediate ,4.6,,"{"" Machine Learning"","" Machine Learning Algorithms"","" Human Learning"","" Statistical Machine Learning"","" Data Analysis"","" Algorithms"","" Probability & Statistics"","" Applied Machine Learning"","" Forecasting"","" General Statistics"","" Statistical Analysis"","" Regression"","" Deep Learning"","" Python Programming"","" Machine Learning Software"","" Artificial Neural Networks"","" Exploratory Data Analysis"","" Feature Engineering"","" Dimensionality Reduction"","" Statistical Tests"","" Reinforcement Learning"","" Data Model"","" Data Structures"","" Network Model"","" Tensorflow""}","   Intermediate   {"" Machine Learning"","" Machine Learning Algorithms"","" Human Learning"","" Statistical Machine Learning"","" Data Analysis"","" Algorithms"","" Probability & Statistics"","" Applied Machine Learning"","" Forecasting"","" General Statistics"","" Statistical Analysis"","" Regression"","" Deep Learning"","" Python Programming"","" Machine Learning Software"","" Artificial Neural Networks"","" Exploratory Data Analysis"","" Feature Engineering"","" Dimensionality Reduction"","" Statistical Tests"","" Reinforcement Learning"","" Data Model"","" Data Structures"","" Network Model"","" Tensorflow""}",0.8181818181818181
,,,Beginner ,4.9,,"{"" Human Learning"","" Planning"","" Strategy"","" Mergers & Acquisitions""}","   Beginner   {"" Human Learning"","" Planning"","" Strategy"","" Mergers & Acquisitions""}",0.9545454545454548
,,,Intermediate ,4.7,,"{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Applications"","" Cloud Engineering"","" Cloud Platforms"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Storage"","" Other Cloud Platforms and Tools"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Networking"","" DevOps"","" Google App Engine"","" Computer Architecture"","" Kubernetes"","" Billing & Invoicing"","" Computer Security Models"","" Critical Thinking"","" Network Architecture"","" Computer Programming"","" Operational Analysis"","" Software Testing"","" Leadership and Management""}","   Intermediate   {"" Google Cloud Platform"","" Cloud Computing"","" Cloud Applications"","" Cloud Engineering"","" Cloud Platforms"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Storage"","" Other Cloud Platforms and Tools"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Networking"","" DevOps"","" Google App Engine"","" Computer Architecture"","" Kubernetes"","" Billing & Invoicing"","" Computer Security Models"","" Critical Thinking"","" Network Architecture"","" Computer Programming"","" Operational Analysis"","" Software Testing"","" Leadership and Management""}",0.8636363636363635
,,,Intermediate ,4.6,,"{"" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Statistical Machine Learning"","" Human Learning"","" Probability & Statistics"","" Applied Machine Learning"","" Data Analysis"","" Regression"","" General Statistics"","" Feature Engineering"","" Machine Learning Software"","" Exploratory Data Analysis"","" Dimensionality Reduction"","" Statistical Analysis"","" Data Model"","" Statistical Tests"","" Data Structures""}","   Intermediate   {"" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Statistical Machine Learning"","" Human Learning"","" Probability & Statistics"","" Applied Machine Learning"","" Data Analysis"","" Regression"","" General Statistics"","" Feature Engineering"","" Machine Learning Software"","" Exploratory Data Analysis"","" Dimensionality Reduction"","" Statistical Analysis"","" Data Model"","" Statistical Tests"","" Data Structures""}",0.8181818181818181
,,,Beginner ,4.9,,"{"" Applied Machine Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Network Model"","" Tensorflow"","" Machine Learning Software"","" Python Programming""}","   Beginner   {"" Applied Machine Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Network Model"","" Tensorflow"","" Machine Learning Software"","" Python Programming""}",0.9545454545454548
,,,Intermediate ,4.7,,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud Infrastructure"","" Cloud Management"","" Computer Networking"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Architecture"","" Google App Engine"","" Other Cloud Platforms and Tools"","" DevOps"","" Computer Programming Tools"","" Kubernetes"","" Network Architecture"","" Computer Programming"","" Billing & Invoicing"","" Leadership and Management""}","   Intermediate   {"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud Infrastructure"","" Cloud Management"","" Computer Networking"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Architecture"","" Google App Engine"","" Other Cloud Platforms and Tools"","" DevOps"","" Computer Programming Tools"","" Kubernetes"","" Network Architecture"","" Computer Programming"","" Billing & Invoicing"","" Leadership and Management""}",0.8636363636363635
,,,Intermediate ,4.7,,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Management"","" Other Cloud Platforms and Tools"","" Cloud Engineering"","" Cloud Storage"","" Cloud-Based Integration"","" Computer Networking"","" Google App Engine"","" Network Architecture"","" Computer Programming"","" Kubernetes"","" Leadership and Management""}","   Intermediate   {"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Management"","" Other Cloud Platforms and Tools"","" Cloud Engineering"","" Cloud Storage"","" Cloud-Based Integration"","" Computer Networking"","" Google App Engine"","" Network Architecture"","" Computer Programming"","" Kubernetes"","" Leadership and Management""}",0.8636363636363635
,,,Beginner ,4.8,,"{"" Data Management"","" Data Analysis"","" Databases"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}","   Beginner   {"" Data Management"","" Data Analysis"","" Databases"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",0.909090909090909
,,,Intermediate ,4.9,,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Python Programming"","" Computer Programming"","" Network Architecture"","" Network Model"","" Calculus"","" Human Learning"","" Regression"","" Mathematics""}","   Intermediate   {"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Python Programming"","" Computer Programming"","" Network Architecture"","" Network Model"","" Calculus"","" Human Learning"","" Regression"","" Mathematics""}",0.9545454545454548
,,,Beginner ,4.7,,"{"" Visual Design"","" Communication"","" Microsoft Excel"","" Data Visualization"","" Interactive Data Visualization"","" Spreadsheet Software"","" Computer Graphics"","" Critical Thinking"","" Data Analysis"","" Visualization (Computer Graphics)"","" Business Communication"","" Collaboration"","" Data Model"","" User Experience"","" Computer Graphic Techniques"","" Research and Design"","" Statistical Visualization"","" User Experience Design"","" Writing"","" Data Analysis Software"","" Graphic Design"","" Operational Analysis"","" Databases"","" Marketing Design"","" Software Architecture""}","   Beginner   {"" Visual Design"","" Communication"","" Microsoft Excel"","" Data Visualization"","" Interactive Data Visualization"","" Spreadsheet Software"","" Computer Graphics"","" Critical Thinking"","" Data Analysis"","" Visualization (Computer Graphics)"","" Business Communication"","" Collaboration"","" Data Model"","" User Experience"","" Computer Graphic Techniques"","" Research and Design"","" Statistical Visualization"","" User Experience Design"","" Writing"","" Data Analysis Software"","" Graphic Design"","" Operational Analysis"","" Databases"","" Marketing Design"","" Software Architecture""}",0.8636363636363635
,,,Beginner ,4.7,,"{"" Leadership and Management"","" Strategy and Operations"","" Entrepreneurship"","" Marketing"","" Sales"","" Strategy"","" Business Analysis"","" Business Transformation"","" Product Management"","" Business Process Management"","" Creativity"","" Innovation"","" Planning"","" Product Strategy"","" Storytelling""}","   Beginner   {"" Leadership and Management"","" Strategy and Operations"","" Entrepreneurship"","" Marketing"","" Sales"","" Strategy"","" Business Analysis"","" Business Transformation"","" Product Management"","" Business Process Management"","" Creativity"","" Innovation"","" Planning"","" Product Strategy"","" Storytelling""}",0.8636363636363635
,,,Beginner ,4.9,,"{"" Leadership and Management"","" Project Management"","" Strategy and Operations"","" Organizational Development"","" Planning"","" Strategy"","" Collaboration"","" Communication"","" Adaptability"","" Change Management"","" Critical Thinking"","" Decision Making"","" Media Strategy & Planning"","" Process Analysis"","" Probability & Statistics"","" Risk Management"","" Scrum (Software Development)"","" Agile Software Development"","" Budget Management"","" Natural Language Processing"","" Product Management"","" Search Engine Optimization"","" Business Communication"","" Product Development"","" Software Engineering"","" Supply Chain and Logistics""}","   Beginner   {"" Leadership and Management"","" Project Management"","" Strategy and Operations"","" Organizational Development"","" Planning"","" Strategy"","" Collaboration"","" Communication"","" Adaptability"","" Change Management"","" Critical Thinking"","" Decision Making"","" Media Strategy & Planning"","" Process Analysis"","" Probability & Statistics"","" Risk Management"","" Scrum (Software Development)"","" Agile Software Development"","" Budget Management"","" Natural Language Processing"","" Product Management"","" Search Engine Optimization"","" Business Communication"","" Product Development"","" Software Engineering"","" Supply Chain and Logistics""}",0.9545454545454548
,,,Beginner ,4.7,,"{"" Agile Software Development"","" Product Management"","" Leadership and Management"","" Design and Product"","" Software Engineering"","" Product Development"","" Project Management"","" User Experience"","" Customer Analysis"","" Product Design"","" Research and Design"","" Data Analysis"","" Business Analysis"","" Communication"","" Continuous Delivery"","" Planning"","" Probability Distribution"","" Product Strategy"","" Strategy""}","   Beginner   {"" Agile Software Development"","" Product Management"","" Leadership and Management"","" Design and Product"","" Software Engineering"","" Product Development"","" Project Management"","" User Experience"","" Customer Analysis"","" Product Design"","" Research and Design"","" Data Analysis"","" Business Analysis"","" Communication"","" Continuous Delivery"","" Planning"","" Probability Distribution"","" Product Strategy"","" Strategy""}",0.8636363636363635
,,,Beginner ,4.6,,"{"" Business Analysis"","" Communication"","" Project Management"","" Risk Management""}","   Beginner   {"" Business Analysis"","" Communication"","" Project Management"","" Risk Management""}",0.8181818181818181
,,,Beginner ,4.7,,"{"" Graphic Design"","" Design and Product"","" Visual Design"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Creativity"","" Visualization (Computer Graphics)"","" Geometry"","" Interactive Design""}","   Beginner   {"" Graphic Design"","" Design and Product"","" Visual Design"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Creativity"","" Visualization (Computer Graphics)"","" Geometry"","" Interactive Design""}",0.8636363636363635
,,,Beginner ,4.8,,"{"" Communication"","" Conflict Management"","" Leadership and Management"","" People Management""}","   Beginner   {"" Communication"","" Conflict Management"","" Leadership and Management"","" People Management""}",0.909090909090909
,,,Beginner ,4.7,,"{"" Communication"","" Writing"","" Business Communication"","" Professional Development""}","   Beginner   {"" Communication"","" Writing"","" Business Communication"","" Professional Development""}",0.8636363636363635
,,,Beginner ,4.7,,"{"" Risk Management"","" Leadership and Management"","" Investment Management"","" Regulations and Compliance"","" Business Analysis"","" Decision Making"","" Strategy and Operations"","" Performance Management"","" Strategy"","" Critical Thinking"","" Financial Analysis"","" Business Research"","" Business Transformation"","" Change Management"","" Finance"","" Conflict Management"","" Data Analysis"","" Organizational Development"","" Supply Chain and Logistics"","" Human Resources"","" Innovation"","" Leadership Development"","" People Development"","" Public Relations"","" Resilience"","" Supplier Relationship Management""}","   Beginner   {"" Risk Management"","" Leadership and Management"","" Investment Management"","" Regulations and Compliance"","" Business Analysis"","" Decision Making"","" Strategy and Operations"","" Performance Management"","" Strategy"","" Critical Thinking"","" Financial Analysis"","" Business Research"","" Business Transformation"","" Change Management"","" Finance"","" Conflict Management"","" Data Analysis"","" Organizational Development"","" Supply Chain and Logistics"","" Human Resources"","" Innovation"","" Leadership Development"","" People Development"","" Public Relations"","" Resilience"","" Supplier Relationship Management""}",0.8636363636363635
,,,Intermediate ,4.8,,"{"" Regulations and Compliance"","" Critical Thinking"","" Leadership and Management"","" Organizational Development"","" Risk Management"","" Strategy and Operations"","" Strategy"","" Finance"","" Decision Making"","" Employee Relations"","" Problem Solving"","" Communication"","" Operations Management"","" Brand Management"","" Data Management""}","   Intermediate   {"" Regulations and Compliance"","" Critical Thinking"","" Leadership and Management"","" Organizational Development"","" Risk Management"","" Strategy and Operations"","" Strategy"","" Finance"","" Decision Making"","" Employee Relations"","" Problem Solving"","" Communication"","" Operations Management"","" Brand Management"","" Data Management""}",0.909090909090909
